00Uncorrelated_n00050,20995,14721,True
00Uncorrelated_n00100,46537,22519,True
00Uncorrelated_n00500,207992,118693,True
00Uncorrelated_n01000,400811,252480,True
00Uncorrelated_n05000,2041002,1231707,True
01WeaklyCorrelated_n00050,15768,14232,True
01WeaklyCorrelated_n00100,31064,29013,True
01WeaklyCorrelated_n00500,139258,127276,True
01WeaklyCorrelated_n01000,273052,245972,True
01WeaklyCorrelated_n05000,1378225,1249257,True
02StronglyCorrelated_n00050,17539,14239,True
02StronglyCorrelated_n00100,35617,29017,True
02StronglyCorrelated_n00500,0,0,False
02StronglyCorrelated_n01000,0,0,False
02StronglyCorrelated_n05000,0,0,False
03InverseStronglyCorrelated_n00050,14914,16714,True
03InverseStronglyCorrelated_n00100,30468,33968,True
03InverseStronglyCorrelated_n00500,0,0,False
03InverseStronglyCorrelated_n01000,0,0,False
03InverseStronglyCorrelated_n05000,0,0,False
04AlmostStronglyCorrelated_n00050,17556,14238,True
04AlmostStronglyCorrelated_n00100,35611,29016,True
04AlmostStronglyCorrelated_n00500,0,0,False
04AlmostStronglyCorrelated_n01000,316415,245972,True
04AlmostStronglyCorrelated_n05000,0,0,False
05SubsetSum_n00050,14239,14239,True
05SubsetSum_n00100,29017,29017,True
05SubsetSum_n00500,127278,127278,True
05SubsetSum_n01000,245972,245972,True
05SubsetSum_n05000,1249257,1249257,True
06UncorrelatedWithSimilarWeights_n00050,19676,2401482,True
06UncorrelatedWithSimilarWeights_n00100,39791,4902253,True
06UncorrelatedWithSimilarWeights_n00500,0,0,False
06UncorrelatedWithSimilarWeights_n01000,371246,49525319,True
06UncorrelatedWithSimilarWeights_n05000,0,0,False
07SpannerUncorrelated_n00050,13472,4569,True
07SpannerUncorrelated_n00100,24228,8748,True
07SpannerUncorrelated_n00500,0,0,False
07SpannerUncorrelated_n01000,0,0,False
07SpannerUncorrelated_n05000,0,0,False
08SpannerWeaklyCorrelated_n00050,10354,11452,True
08SpannerWeaklyCorrelated_n00100,20550,20824,True
08SpannerWeaklyCorrelated_n00500,0,0,False
08SpannerWeaklyCorrelated_n01000,0,0,False
08SpannerWeaklyCorrelated_n05000,0,0,False
09SpannerStronglyCorrelated_n00050,0,0,False
09SpannerStronglyCorrelated_n00100,51656,20956,True
09SpannerStronglyCorrelated_n00500,0,0,False
09SpannerStronglyCorrelated_n01000,0,0,False
09SpannerStronglyCorrelated_n05000,0,0,False
10MultipleStronglyCorrelated_n00050,21338,14238,True
10MultipleStronglyCorrelated_n00100,43316,29016,True
10MultipleStronglyCorrelated_n00500,0,0,False
10MultipleStronglyCorrelated_n01000,0,0,False
10MultipleStronglyCorrelated_n05000,0,0,False
11ProfitCeiling_n00050,14229,14238,True
11ProfitCeiling_n00100,29001,29015,True
11ProfitCeiling_n00500,0,0,False
11ProfitCeiling_n01000,0,0,False
11ProfitCeiling_n05000,0,0,False
12Circle_n00050,300031,14239,True
12Circle_n00100,611418,29017,True
12Circle_n00500,0,0,False
12Circle_n01000,5182856,245972,True
12Circle_n05000,26323007,1249257,True
